Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Have wild nights of love back again to life.,1,1,0,0,0,1,0,0,1,1,1
So who broke SA updates? - Please verify,0,0,1,0,1,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[PownceAPI] Re: URL Encoding Note Body,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] FreeBSD test suite failure -> curses,1,1,1,0,0,0,0,0,1,0,1
SpecialPricesNewOfferAllProducts,0,0,0,0,0,0,0,0,1,1,0
Low Prices On Enlargement.,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,1,0,0,0,1,0,0,1,1,1
Helping Men with low sex drives - Action needed,0,0,0,0,1,0,0,1,1,1,1
"Run any PC application on Mac OS X without rebooting! VMware Fusion -	Save $20 - Important",0,1,1,1,0,0,0,0,1,1,1
"""Your Choice"" Coupon -- Limited Time",0,0,0,0,0,0,0,1,1,1,1
[perl #46047] Not OK: perl v5.6.2 on amd64-freebsd 6.2-release  ,0,0,0,1,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,1,1,0,1,0,0,1,1,1
Your order in processing,0,0,1,0,1,1,0,1,1,1,1
[UAI] Reminder: Registration deadline,0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] How we can get rid of eggs for 2.6 and beyond,1,0,0,1,0,1,1,0,1,1,1
She will sure like how those pilules enhanced you.,0,0,0,0,0,0,0,0,1,1,0
[UAI] [ICAPS 2005] Workshop "Plan Execution: A Reality Check" - Extended Deadline,0,0,1,1,0,0,1,0,1,1,1
Re: [Python-3000] readinto annotation,0,0,0,1,0,0,0,0,1,1,0
Goodiest linn proposal,0,1,0,0,0,0,0,0,1,1,1
Re: [Python-3000] Trunk broken ? - Urgent,0,1,1,1,1,0,0,0,1,1,1
Re: [opensuse] -noarch.rpm,1,0,1,0,0,1,1,0,1,1,1
"[Perl Jobs] Perl developer, Hungary, Budapest",0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] Auto-Assignment,0,0,0,0,0,0,0,0,1,1,0
"[pywin32-bugs] [ pywin32-Bugs-1295741 ] win32com: Lotus Notes	IDocument.Authors crashes python",0,0,0,0,0,0,0,0,1,1,1
[Bug 5668] Debug information incorrect,0,0,0,0,1,0,0,1,1,0,1
For every men of different ages unique decision,0,0,0,0,0,0,0,0,1,1,1
Replica Rolex Swiss Watches    - Action needed,1,0,1,1,0,0,0,0,1,1,1
Re: [opensuse] Why can't I use "shutdown now" to turn off my system?,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,1,0,1,1,1
CNN.com Daily Top 10 - Important,1,1,1,0,0,0,0,1,1,1,1
Re: [opensuse] true news group?,0,0,0,0,0,0,0,0,0,1,0
A greeting for you,0,1,0,0,0,0,0,0,1,1,1
Newbie: Simple conditional on regexp match,0,1,0,0,0,1,0,0,0,0,1
"Trendy replica watches Famous brands, top quality   - Urgent",0,0,0,0,1,0,0,0,1,1,1
RE: [ie-rant] Aphex in Dublin,0,0,0,0,0,0,0,0,1,1,0
ProductsHealthyLifeUSlicensed,1,0,0,0,0,0,1,0,1,1,1
Please be informed that you should be extremely careful choosing your penis enlargement method. p skmqqr o,0,0,0,1,0,0,0,0,1,1,0
Re: CPANPLUS failures on Windows,1,0,0,0,0,0,1,0,1,1,1
Re: [perl #46609] Not OK: perl 5.10.0 +DEVEL +patchaperlup: on i686-linux-thread-multi 2.6.22-1-k7 (UNINSTALLED),0,0,1,0,0,0,1,0,0,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Queen Elizabeth abducted in Tibet,1,0,0,0,1,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,0
For:351f78750ddb50fa950c256a276add75 Paris and Britney nude.,0,1,1,0,0,0,0,0,1,1,1
Re: failed spf_helo_softfail in SA,0,0,1,0,0,0,1,0,1,1,1
"Trendy replica watches Famous brands, top quality   - Urgent",0,1,0,0,0,0,0,0,1,1,1
download crack serial com,0,0,0,1,0,0,0,0,1,1,0
Re: [opensuse] true news group?,0,1,1,0,1,0,0,0,1,1,1
Send him male enhancing products,0,0,0,1,0,0,0,0,1,1,0
Some months and women are admired by you xe y fktw,0,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,1,1,0,0,1,0,1,1,1,1
Luxurious costume replica watches at ...   ,1,0,1,0,0,0,1,1,1,1,1
Re: Binary search help needed for WWW::Mechanize::Shell [#perl 46217],1,0,0,1,0,0,0,0,1,1,1
[UAI] Coordination 2005: Grants - Action needed,0,0,0,0,0,0,1,0,1,1,1
RE: patch for ext/IO_Compress_Zlib/t/101truncate-deflate.t for EBCDIC platform,1,0,0,0,0,0,0,1,1,1,1
[perl #46563] g suffix on string search (/.../g) can cause string corruption ,0,0,0,0,0,0,0,0,1,1,0
the better satisfaction she has.,1,1,0,1,0,0,0,0,0,1,1
dvd Stunning for 63be42fa340ab99d1cd726cf6b4e5def ,0,0,0,0,0,0,0,0,1,1,1
For men with erectile dysfunction,1,0,0,0,1,0,1,1,1,1,1
From Yong Benson,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
[ie-rant] Anyone want a softcopy of Jamie Oliver's 2nd cookbook?,0,1,0,0,0,0,1,0,1,1,1
Re: Past LC comments on draft-ietf-geopriv-http-location-delivery-08,1,1,1,1,0,1,0,0,1,1,1
Original und deren Wirkung,1,0,1,0,0,0,0,0,1,1,1
Re:,0,1,0,0,1,1,0,0,1,0,1
Re: [ILUG] linux laptop: T61p or Macbook Pro,0,1,1,1,0,0,0,0,1,1,1
Business Student Group 2nd Event of the Year  23 April,0,0,1,0,0,0,1,1,1,1,1
[UAI] CFP: Constraint solving track at ACM Symposium on Applied Computing,0,0,0,1,1,0,0,0,1,1,1
These nurses are flaming hot,0,0,0,0,0,0,0,0,1,1,0
"Re: [Buildbot-devel] Stopping builds with WebStatus in buildbot	0.7.6",0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,0,1,1
CNN Alerts: My Custom Alert,0,0,0,1,0,0,0,0,1,1,0
from Kari Perry,0,0,0,0,0,0,0,0,1,1,0
Ranking And Reviews Of The Top 5 Penis Enlargement Products!,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] cStringIO buffer interface,0,0,1,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] RAID 1 - Please verify,0,0,1,0,0,0,0,0,1,1,0
For you  color="#006679",0,0,0,0,0,0,0,0,1,1,0
Re:,0,1,0,1,1,0,1,0,1,1,1
CNN.com Daily Top 10,1,0,0,0,0,0,0,0,1,1,1
Re: [ie-rant] Fwd: [ Casting - if anyone knows of anyone?!,0,0,0,0,0,0,0,0,1,1,0
"Replica watches, pens, bags and more... Cheap luxury gifts ...   ",0,0,0,0,0,0,0,0,1,1,0
Become an unexcelled lover,0,0,0,0,1,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] [Python-Dev] 2.6 and 3.0 project management,1,1,0,0,1,0,0,0,1,1,1
"[opensuse]  Re: NFS, openSUSE 10.0 and 10.3",0,0,1,0,1,1,1,0,1,1,1
[Bug 5599] [review] Dns Resolver - rotating servers/load distribution,1,0,0,0,0,1,0,0,1,1,1
best girl is looking,1,1,0,0,0,0,0,0,1,1,1
Question,0,0,0,0,0,0,0,0,1,1,0
Be a dream of all beauties in the town!,0,0,1,0,0,0,0,1,1,0,0
[UAI] MLJ Special Issue: Machine Learning in Space (2nd announcement),1,0,0,1,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
[Buildbot-devel] "Stop Build" only stops current build step,0,1,0,0,0,0,1,0,1,1,1
 a five-day gathering that attracts the industry's talent pool. ... 'I think the dog alone is the most incredible piece of artificial intelligence I have seen in a game. He really feels alive,0,0,0,0,0,0,0,0,1,1,0
Sluttily attractive girls,0,0,0,0,0,0,0,0,1,1,0
Re: [OT] Yahoo Deferred,0,0,0,0,0,0,0,0,1,1,0
Dont be left behind because of bad alth.,0,0,0,0,0,0,0,0,0,1,0
Re: [opensuse] Defragging: possible?  necessary?,0,0,1,0,1,0,0,1,1,1,1
[PownceAPI] Re: Sets list in new API.,0,0,0,0,0,0,0,0,1,1,0
AAAI Special Award Nominations: March 15,0,0,0,1,0,0,0,0,1,1,1
"Re: [Python-3000] [Python-Dev] Reminder: last alphas next Wednesday	07-May-2008",0,1,0,0,0,1,0,0,1,1,1
Doctors help men with low libidos,0,0,0,0,0,1,0,1,1,1,1
"[Python-3000] ~/.local [was: Reminder: last alphas next Wednesday	07-May-2008]",0,0,0,1,0,0,0,0,1,1,1
Someone sent you an Ecard,0,0,0,0,0,0,0,0,1,1,0
Re: date info,0,0,0,0,0,0,0,0,1,1,0
She will surely enjoy your changes,0,1,0,0,1,0,0,1,1,1,1
payday loans,0,0,0,0,0,0,0,1,1,1,1
is it you? abbey here,1,0,0,0,0,1,0,0,1,1,1
[Python-Dev] configure on FreeBSD 7,0,0,0,0,0,0,0,0,1,1,0
Try VPXL to enlarge your penis size and see the difference. kzmmz j yjhkv,0,0,1,1,0,1,1,1,1,1,1
"replica Watches! rolex, patek philippe, vacheron ...   ",0,0,0,0,0,1,0,0,1,1,0
[UAI] Last Call for Papers: Special Issue M4M,0,0,0,0,0,0,0,0,1,1,0
Fashion and style at low cost,0,0,0,0,0,1,0,1,1,1,1
123,0,0,0,0,0,0,0,0,1,1,0
Offer variety replica watches,0,0,0,0,0,0,0,0,1,1,0
50 ways to meet your lover_Rasele,0,1,0,0,0,1,0,0,1,1,1
[UAI] Behaviormetrika: Special Issue on "Bayesian network and its applications",0,1,1,0,1,0,0,0,1,1,1
Super keefer suggestion,0,0,0,0,0,0,0,0,1,1,0
Looking for Tag Heur replica? Visit Replica Classics   ,0,0,1,1,0,0,1,0,1,1,1
Finding the best prices for medical devices online,1,0,0,0,0,0,1,0,0,1,1
Click here and order replica watches from best brands   ,0,0,0,0,0,0,0,0,1,1,0
Re: [perl #57636] [TODO][PDD19] Document the reason for :unique_reg flag,0,0,0,0,0,0,0,0,1,1,0
she can never find someone like you. - Action needed,0,1,1,1,0,0,0,1,1,1,1
Re: [opensuse] OpenOffice writer nuisance pop up [solved],0,0,1,0,0,0,0,0,1,1,1
"[Spambayes-checkins] spambayes/contrib tte.py,1.17,1.18",0,1,0,0,0,0,0,0,1,1,1
"Amazon.com recommends ""Zipporah, Wife of Moses: A Novel (Canaan	Trilogy)"" and more - Important",0,0,0,0,0,0,0,0,1,1,0
123,0,0,0,0,0,0,0,0,1,1,0
Payday Loans - Urgent,0,0,0,0,0,0,1,1,1,1,1
Re: [SM-USERS] Slash wrongly encoded as %2F in returning path,0,0,0,0,0,0,0,0,1,1,0
"ietf-dkim Digest, Vol 108, Issue 4 - Action needed",0,0,1,0,1,0,0,0,1,0,1
Replica Rolex Swiss Watches    - Urgent,0,0,0,1,0,1,1,0,1,1,1
Cock hungry slut gets fucked in every hole during hardcore gangbang,0,0,0,0,0,0,0,0,1,1,0
Get armed with huge love cannon,0,1,1,0,0,0,0,0,1,1,1
Re: [opensuse] Reinstall KDE4.,0,0,0,0,0,0,0,0,1,1,0
Your AdWords Google Account is stoped.,1,0,0,0,1,0,1,1,1,1,1
Save on quality software!,0,0,1,0,0,1,0,0,1,1,1
Looking for a watch? Visit Replica Classics ,0,0,0,0,0,0,0,0,1,1,0
Slap that ass of hers - Urgent,0,0,1,1,0,0,0,0,1,1,1
Re: How can i  exclude a user or a host from smtpd_sender_restrictions?,0,0,0,1,0,1,1,0,1,1,1
It's Your Turn to Join the "Team to Beat",0,0,0,0,1,0,0,0,1,1,1
Gain mega huge dimensions! - Important,0,0,0,1,1,1,1,1,1,1,1
Re: [SM-USERS] Default Citation - Urgent,1,1,0,0,0,0,1,0,1,1,1
Re: Mail attachements truncated,0,0,1,1,0,1,0,0,1,1,1
Accept and appreciate ,0,0,0,1,0,0,0,0,1,1,0
Toronto Area Python User's Group Meeting,0,0,0,0,0,0,0,0,1,1,0
123,1,0,0,1,0,0,0,0,1,1,0
"Re: [Python-Dev] [Python-3000] Invitation to try out open source	code review tool - Please verify",0,0,1,1,0,0,1,0,1,1,1
Re: Bayes: What am I missing,0,0,0,0,0,0,0,1,1,1,1
Re: [Python-3000] Using *a for packing in lists and other places,0,0,0,0,0,0,0,0,1,1,0
Benefit from world know male enhancing products.,0,0,0,0,0,1,0,0,1,1,1
Re: overload64.t failures,1,0,0,0,0,0,0,0,1,0,1
[PownceAPI] Re: public feed,0,0,0,0,0,0,0,0,1,1,0
Re: [R] Incomplete x-axis in barplots,0,0,0,0,1,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,1,0,1,1,1
Wanted Growth Enhancement testimonials,0,0,0,0,0,0,0,0,1,1,1
Great saving opportunity !,1,0,0,1,0,0,0,1,1,1,1
[UAI] AAMAS Doctoral Mentoring Programme - Urgent,0,0,1,0,0,0,0,0,1,1,1
August playboy centrefold,0,1,1,1,0,0,0,0,1,0,1
10 new messages in 1 topic - abridged,0,0,0,1,0,0,1,0,1,1,1
Add me as a friend on Pownce!,1,0,0,1,0,0,0,0,1,1,1
Elegant watches for your style,0,0,1,0,0,0,0,0,1,1,1
Re: [perl #46463] filetests sometimes do not set _,0,1,0,1,0,1,0,0,1,1,1
Re: Test::Harness feature suggestion,0,0,0,1,0,0,0,1,1,1,1
Nights full of passion are near,0,0,0,1,0,0,0,0,1,1,0
New revolutionary products to help men,0,0,1,0,0,0,1,0,1,1,1
ikaaro 0.20.5 released,0,0,0,0,0,0,1,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,1,1,1,1
Re: [python-win32] Iron Python and Visual Basic 2005 (or 2008) Express,0,0,0,0,0,0,0,0,1,1,0
hookup monsoon phytoplankton bert rainy,0,0,0,1,0,0,0,0,1,1,0
 nonfat,0,0,0,1,1,1,0,1,1,1,1
Ranking And Reviews Of The Top 5 Penis Enlargement Products!,0,0,0,0,0,0,0,0,0,1,0
Psychologist endorsed products for men,0,0,0,0,1,0,0,1,1,1,1
ThankYouSpecialPricesPhentrimine,0,0,1,0,0,0,0,1,1,1,1
Your order in processing - Please verify,1,0,0,0,0,1,0,0,1,1,1
Drugstore which Guarantees Quality,0,0,0,1,0,0,0,0,1,1,0
Blu-ray DVD Sale: Hi-Def Movies from $11.99,0,0,0,0,0,0,0,0,1,1,0
Guaranteed Erection Fast,0,0,0,0,0,0,0,0,1,1,0
from Matthew Hogue,0,0,0,0,0,0,1,0,1,1,1
Millions of customers can't be wrong! uloba ih chomqe,0,1,0,1,1,1,1,0,1,1,1
How To Enlarge Penis Size,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,1,1,0,0,0,0,1,1,1
[opensuse] Trouble reformatting a HDD - Urgent,0,0,0,1,0,0,0,0,1,1,1
Slap that ass of hers,0,1,1,1,0,1,0,1,1,1,1
Adding Sound to your Slideshow,0,0,0,0,0,0,0,0,1,1,1
Re: [ie-rant] Re: some tales from Slash,0,0,0,0,0,0,0,0,0,1,0
[UAI] phd and postdoc postion at SNN Nijmegen,0,1,1,0,1,0,0,0,0,1,1
[FoRK] SPOT Satellite Messenger - Action needed,1,0,0,1,0,0,0,0,1,1,1
Proven effect on your main muscle,0,1,0,0,0,0,0,0,1,1,0
Re: Quick Postfix Question [OT],0,1,0,0,0,0,0,1,1,0,1
[opensuse] Reinstall KDE4. - Action needed,0,0,0,0,1,1,1,0,1,1,1
Replica Rolex Swiss Watches   ,0,0,0,0,0,0,0,0,1,1,0
Male Enhancement Reviews,0,0,0,0,0,0,0,0,1,1,1
Success muzhiks things,0,1,0,0,0,0,0,1,1,1,1
Viagra 100mg x 10 pills $7.00 per pill buy now,0,1,1,1,0,1,1,0,1,1,1
Re: PathTools beta for testing,0,0,0,0,0,0,0,0,1,1,0
Interesting dvd Avril Lavigne,1,0,0,0,0,1,0,1,1,1,1
Re: [ILUG] Asus Eee PC,1,0,1,1,0,1,0,0,1,1,1
"Re: [Python-Dev] [Python-3000] Invitation to try out open source	code review tool",1,0,0,0,0,1,0,1,1,1,1
Doctor Approved And Recommended.,0,0,0,1,0,0,0,0,1,1,0
Re: [opensuse] libata partition limit,0,0,0,0,0,0,0,0,1,1,0
[FoRK] OCRopus,0,0,0,1,0,0,0,0,1,1,1
Re: Muliple Site single domain,0,1,1,0,0,1,1,0,0,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] PEP 8: Discourage named lambdas?,0,0,0,1,1,0,0,0,1,1,1
RE: Week 14,0,0,0,0,0,0,1,0,1,1,1
"Ticket: plane, train. Sale - Action needed",0,0,1,1,1,1,0,1,1,1,1
Re: [python-win32] Overlay Icon Question...,1,0,0,0,0,0,0,0,0,1,1
[opensuse] vmware server and sound,0,0,1,0,1,0,0,0,1,1,1
"Re: [Python-Dev] how to easily consume just the parts of eggs that	are good for you",0,0,0,0,0,0,0,0,0,1,0
"[Spambayes-checkins] SF.net SVN: spambayes: [3175]	trunk/spambayes/CHANGELOG.txt - Please verify",0,0,0,1,0,0,0,0,1,1,1
From Dylan Riggs,0,0,0,0,0,0,0,0,1,1,1
Order Rolex Replica //atches 0nline!   ,0,0,1,0,1,0,1,1,1,1,1
"Windows Vista, round two",0,0,0,0,1,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,0,1,1,0,1,1,1,1
Re: [Python-Dev] Problems with the new super(),0,0,0,0,0,0,0,1,1,1,1
Re: [Python-3000] end scope of iteration variables after loop,0,0,1,1,0,0,0,0,1,1,1
Purchase cheap Vacheron Constantin replica watch here   ,0,0,0,0,0,0,0,0,1,1,0
ministry occlusive micron adulate contaminate - Urgent,0,0,0,1,0,1,0,0,1,1,1
RE: [saml-dev] the value of AuthnInstant,0,0,0,0,0,0,0,0,1,0,0
From Marlon Harrell,1,0,0,0,1,1,0,1,1,1,1
Nana debt,0,1,0,0,0,1,0,0,1,1,1
[UAI] UAI 2005 Call for Papers. Submission Deadline March 23rd,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,1
"[UAI] academic job opening, University of Alberta",0,0,0,0,0,0,0,0,1,1,0
You our client!,0,0,1,1,0,1,0,0,1,1,1
Direct message from SpamExperts via web,1,0,1,0,0,0,1,0,1,1,1
[UAI] CFP _Information Fusion_ (Elsevier) special issue,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Doctors help men with low libidos,0,0,0,0,0,0,1,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,1,0,0,1,1,1
See which wrist watches are most popular,0,0,0,0,0,0,0,1,1,1,0
123,0,0,0,0,0,0,0,0,1,1,0
she can never find someone like you.,0,0,0,1,0,0,0,0,1,1,0
everybody wants.,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Python source code on Bazaar vcs,0,1,1,1,0,1,0,0,1,1,1
Presidents Weekend Clearance - Save more at  - ORVIS NEW YORK,0,0,0,0,0,0,0,0,1,1,0
Re: kurila 1.3 released,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,1,1,0,0,1,1,1
Re: [spambayes-dev] [Spambayes] removal,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Python 2.6a2 execution times with various compilers,0,0,0,0,0,0,0,0,1,1,0
hello - Action needed,0,0,0,0,0,0,1,0,1,1,1
[python-win32] WABAccess help ...,1,0,0,1,0,0,0,0,1,1,1
Re: Postfix and Log on mysql,0,0,0,0,0,1,1,0,1,1,1
Reactivate Your AdWords Google Account.,0,0,1,0,0,0,1,0,1,1,1
[Bug 5831]  New: mass-check --server leaves temp files around - Action needed,1,0,1,1,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,1,0
Your new power is not far off,0,0,0,1,0,0,0,0,1,1,1
Your message: 201,0,1,0,0,1,0,0,1,1,1,1
Wissota Trader's Selection of Eastland Casuals,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Trouble reformatting a HDD,1,0,0,0,0,0,0,1,1,1,1
oigelloc,0,1,1,1,0,1,0,0,1,1,1
[Slashdot] Stories for 2008-03-26,0,0,0,1,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,1,1
Re: smtp_host_lookup not working,0,0,0,1,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,1,0,0,0,0,0,1,1,1,1
What They Don't Want You to Know What it Does to Your Body !,0,0,1,0,0,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,1,0,0,1,1
from Hollis Coulter,0,0,0,0,0,0,0,0,1,1,0
What time is okay for you,0,0,0,0,0,1,1,0,1,1,1
Get a rod of colossal measurements!,0,0,0,0,0,0,0,0,1,1,0
Prodigious preparation is to your service,0,0,0,0,0,0,0,0,1,1,0
Purchase  you meds in easy and confidential way in CanadianPharmacy.,0,0,0,0,0,0,0,0,1,1,0
Enlarge,0,0,1,1,0,1,0,0,1,1,1
New Email Scam,0,0,0,0,0,0,0,0,1,1,0
Super-dimension for you little soldier - Important,0,0,0,0,0,0,0,0,1,1,0
3 month supply of pleasure in bed.,0,0,0,0,0,0,0,0,1,1,0
[UAI] Job positions : Assistant Professor and PostDoc,0,1,0,0,0,0,1,0,1,1,1
Messages to Auckland-all and Albany-all,0,0,0,0,1,1,0,0,1,1,1
9 Things You Can Do Right Now To Boost Your Happiness,0,0,1,0,0,0,0,0,0,1,1
[opensuse] Corrupted partition. parted no help,1,0,1,0,0,1,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,1,0,0,0,0,0,1,1,0
All men health items,1,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
"Re: [opensuse] SCO, still a potential problem for Novell?",0,0,0,0,0,0,0,0,1,1,1
"Wekalist Digest, Vol 60, Issue 38",0,1,0,0,0,0,1,0,1,1,1
Doctor Approved And Recommended. - Important,1,0,0,0,0,0,0,0,1,1,1
features,0,0,0,1,0,0,1,0,1,1,1
CNN.com Daily Top 10 - Please verify,1,0,1,1,0,0,1,0,1,1,1
From Dean Doss,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,1,1,1,1,1
Re: what are the criteria for being listed in  sa-blacklist.current?,0,0,0,0,0,0,0,0,1,1,0
Herzlich Willkommen!,0,0,1,1,0,0,0,1,1,0,1
Re: [ydn-delicious] Strange behaviour : bookmarks disappear and reappear !,0,0,0,0,0,0,0,0,1,1,0
Re: UTF8 flag missing on stringified references,0,0,0,0,0,0,0,0,1,1,0
Have wild nights of love back again to life.,0,0,0,1,0,1,0,0,1,1,0
SPSS.com Site Registration,0,1,0,0,0,1,1,0,1,1,1
"Re: [ydn-delicious] Instead of 503, repeating API /posts/all gives 200 but no posts.  Eeek!",0,0,1,0,0,0,0,1,0,1,1
CNN.com Daily Top 10,0,0,0,0,1,1,0,0,1,1,1
Quality medications can be cheap!,0,0,0,0,0,0,0,0,1,1,0
I love to bang her,0,1,0,1,0,1,1,0,1,1,1
Special issue of news from  Financial Times! Urgent Hot News Usama Ben Laden!,0,0,0,0,0,0,0,0,1,1,1
make your intimate life more pleasant,0,0,0,0,0,0,0,0,1,1,0
Love consultants recommend herbal products,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,0,0,1,0,0,1,1,1
Real Enlargement,0,0,0,0,0,0,0,0,1,1,0
RE: [OT] Bogus MX opinions,0,0,1,1,1,0,0,0,1,1,1
Re: [opensuse] Virtualbox USB Support - Action needed,1,1,0,1,0,0,0,1,1,1,1
Re: [opensuse] Upgrading my Brother HL-1250 printer - Action needed,1,1,1,0,0,0,0,0,1,1,1
Penis Enlargement Is Possible ! Learn How and What Products Work,1,1,0,0,0,0,0,0,1,1,0
Relax. Take a Deep Breath We have the answers you seek.,0,0,0,0,0,0,0,0,1,1,0
Answers to your love relationship,1,1,0,1,1,1,0,0,1,1,1
steady chamois too doorkeeper malconduct,1,0,0,0,0,0,0,0,1,0,1
[Bug 5813] [review] several TLDs are not parsed by URI text scanner in PerMsgStatus.pm,0,0,0,0,0,0,0,0,1,1,0
Re: [python-win32] os.startfile mysteriously failing,0,0,1,0,1,1,0,1,1,1,1
AddtoCartEmedsInternationalPharmacy,0,0,0,0,0,0,0,0,1,1,0
Ensuring Code Quality in Multi-threaded Applications,0,0,0,0,0,0,0,0,1,1,0
For men with low libidos - Action needed,1,1,0,0,1,1,0,1,0,1,1
It is more. Thicker. Longer. More long. vb ifu u,1,0,0,0,0,0,0,1,1,1,1
Charming stylish things,0,0,0,0,0,0,0,1,1,1,1
Re: Relaying Denied,0,0,0,1,0,0,0,0,1,1,0
A touch of chic in your style,0,0,0,0,0,0,0,0,1,1,0
Re: [FoRK] Apple: "your money's no good here...",1,0,0,1,1,1,0,0,0,1,1
Original und deren Wirkung,0,0,1,0,0,0,0,0,1,1,1
[Bug 5589] [review] Refined async events handling and DNS lookup completions,0,0,0,0,0,0,0,0,1,1,0
Choice IWC replica watches at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Next monthly sprint/bugfix day? - Action needed,1,0,0,0,0,0,0,0,1,1,1
Direct message from SpamExperts via web,0,1,1,1,1,1,0,0,1,1,1
from Nola Melvin,1,1,1,1,0,1,1,0,1,1,1
From Dario Ventura,0,0,0,0,0,0,0,0,1,1,0
Last Longer in Bed,1,0,1,0,0,0,1,0,1,1,1
G-spot location techniques for men,0,0,0,0,0,0,0,0,1,1,0
[UAI] Bayesian Modelling Applications WS -- Second Call,0,0,0,0,0,0,0,0,1,1,0
New White Paper Roundup: 3 Common Data Quality Mistakes and How to Avoid Them,0,0,0,0,0,0,0,0,1,1,0
[Asa-List] ASA Newsletter March 2008,0,0,0,0,0,0,1,0,1,1,1
Re: Hotmail DCC listed ??? - Action needed,1,1,0,0,0,0,0,1,1,1,1
"PDQ High Speed Internet - you have reached 80% of your first usage	pack",1,0,0,1,0,0,0,0,1,1,1
to say bad bad condition,0,0,0,0,0,0,0,0,1,1,0
"If you want a decent watch, get a replica approach. ...    - Urgent",1,1,0,0,0,0,0,0,1,1,1
Celebrate spring fully armed,0,0,0,0,0,0,0,0,1,1,0
[Bug 5686] add OSBF/Winnow as an alternative to Bayes,0,0,1,0,0,0,1,1,1,1,1
Perfectly crafted accessories,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
CertifiedThankYouYourHealth,0,0,0,0,0,0,1,0,1,1,1
[Bug 5671] spamd child processing timeout causes children to hang,0,0,1,1,0,1,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,1,0,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
[UAI] LAST CFP: SCIP@WILF2005 -  DEADLINE 17 June - Please verify,1,0,1,1,0,0,1,0,1,1,1
Re: [opensuse] ext3 check forced = frustration,0,1,1,0,1,0,0,1,1,1,1
CNN Alerts: My Custom Alert,1,0,0,1,1,1,0,0,0,1,1
